Location,Price,Bedrooms,Bathrooms,Listing Name
City of Toronto,2390000,7,4.0,A 6 Bdrm 4 Bth Bayview/Finch
City of Toronto,899000,4,2.0,"31 NIANTIC CRES Toronto, Ontario"
City of Toronto,1199900,2 + Den,2,2+2 Bungalow (40X135 Ft) Lot In O'donnell Ave
City of Toronto,1199000,7,3.0,3+4 Home In The Heart Of Scarborough
City of Toronto,3248000,5,4.0,"80 THORNBANK RD Vaughan, Ontario"
City of Toronto,899900,4,4.0,"5 PINTAIL CRES Toronto, Ontario"
City of Toronto,960000,4,3.0,"4 ANDES RD Toronto, Ontario"
City of Toronto,990000,0,0,"46 PARKDENE CRT Toronto, Ontario"
City of Toronto,999900,0,0,Inquire About This 5 Bdrm 2 Bth - Pape/N Of O'connor
City of Toronto,1399000,0,0,6 Bdrm 4 Bth - Brock Rd & Dellbrook | Schedule Appt
City of Toronto,1648000,0,0,"40 Mcadam Avenue Toronto, Ontario M6A 1S5"
City of Toronto,899000,0,0,60 Dallas Rd Victoria BC Unit 2 for sale 899k
City of Toronto,1888888,0,0,"393 Dudley Avenue Toronto, Ontario M2N 7M1"
City of Toronto,3380000,0,0,Dundas / Prince Edward with 5 Bdrm 5 Bth
City of Toronto,1599000,0,0,Waterfront - 4 season Home on Kawartha Lakes
City of Toronto,345900,0,0,40 Southway Charlottetown PEI Home Sale 345.9k For Sale
City of Toronto,699900,0,0,Harmony St N & Adelaide Ave E 3+1 Bed / 2 Bath
City of Toronto,1599000,0,0,A 2 Bdrm 2 Bth Broadway / Sutherland
City of Toronto,3288000,0,0,"48 BRUCE FARM DR Toronto, Ontario"
City of Toronto,649000,0,0,"Homes for Sale in Don Mills/Sheppard, Toronto, Ontario $649,000"
City of Toronto,244900,0,0,"1881 96th ST North Battleford, Saskatchewan"
City of Toronto,1495000,0,0,"9 DORA AVE Toronto, Ontario"
City of Toronto,439000,0,0,"#506 -30 ALLANHURST  DR Toronto, Ontario"
City of Toronto,1549900,0,0,"7 CUNNINGHAM AVE Toronto, Ontario"
City of Toronto,1980000,0,0,"39 PATRICIA AVE Toronto, Ontario"
City of Toronto,1588000,0,0,"141 D'ARCY ST Toronto, Ontario"
City of Toronto,-1,0,0,HOUSE AVAILABLE - Brimley & Steeles
City of Toronto,98000,0,0,"Great little house, A dream you can afford."
City of Toronto,895000,0,0,hobbyfarm/country estate/multiple family/investment property
City of Toronto,829999,0,0,1 Bed Plus Den Townhouse
City of Toronto,1199900,0,0,⚡STUNNING 4 BR HOME WITH DOUBLE GARAGE AND FINISHED BASEMENT!
City of Toronto,1388000,3,2.0,25 Matane Court Home For Sale  55x100 (Royal York / Eglinton)
City of Toronto,1277777,4,3.5,"House for Sale in Innisfil, Alcona by the Lake Community"
City of Toronto,895000,7,3.5,hobbyfarm/country estate/multiple family/investment property
City of Toronto,-1,4,4.0,Buy House With Zero Down Program
City of Toronto,1689000,7,4.0,Income Property
City of Toronto,2695000,4,5.0,"63 Jones Avenue Toronto, Ontario M4M 2Z7"
City of Toronto,739000,3,2.5,3 Bed + 2.5 Washroom Townhouse Condo for Sale!
City of Toronto,1999999,7,3.0,"95 Hillsdale Avenue E Toronto, Ontario M4S 1T4"
City of Toronto,2550000,7,5.0,"60 Sparrow Avenue Toronto, Ontario M6A 1L4"
City of Toronto,1550000,4,2.0,"529 Pape Avenue Toronto, Ontario M4K 3R3"
City of Toronto,-1,2,2.0,"HERITAGE VILLAGE BUNGALOW - 2 BED, 2 BATH"
City of Toronto,969000,3,2.0,"Modern Ranch House, Windsor Essex area"
City of Toronto,749900,4,2.0,HOUSE FOR SALE IN TORONTO
City of Toronto,349900,4,1.5,Beautiful 4 bedroom Family Cape Cod on Waterfront
City of Toronto,1800000,5,5.0,"176 Crestwood Road Vaughan, Ontario L4J 1A6"
City of Toronto,3100000,5,4.0,"Bedford Park-Nortown, Toronto"
City of Toronto,1990000,4,3.0,3+1 Bed Home In A Terrific Location
City of Toronto,1499000,4,4.0,4 Bedroom - Birchmount Rd
City of Toronto,1699000,5,2.0,"288 Markham Street Toronto, Ontario M6J 2G6"
City of Toronto,-1,0,0,Detached Bungalow – Bright Main Floor Apartment.
City of Toronto,849000,0,0,Audley Ave - 1+1 Semi-Detached For Sale
City of Toronto,-1,0,0,PRIVATE SALE PROPERTY - NEXT FINCH WEST SUBWAY STATION
City of Toronto,1495000,0,0,Full Brick 3+1 Bedrooms Semi-Detached For Sale
City of Toronto,1488000,0,0,Fully Detached House 3+1 Dufferin Grove Neighbourhood
City of Toronto,1088000,0,0,"2-Storey, 4Br Semi-Detached @ Pleasant View, Toronto"
City of Toronto,998000,0,0,Move In Ready Detached Bungalow W/ Parking & Garage
City of Toronto,599000,0,0,3+3 Home In West Off Dawes
City of Toronto,1888800,0,0,"4+2 Bds Home With Approx 4,800 Sq.Ft + Finished Bsmnt"
City of Toronto,1475000,0,0,House For Sale In Beckett Ave
City of Toronto,998000,0,0,"22 ASHBURY AVE Toronto, Ontario"
City of Toronto,799000,0,0,"95 DURANT Avenue Toronto, Ontario"
City of Toronto,899100,0,0,Detached 4 Bedrooms Home For Sale In Wallasey Ave
City of Toronto,1990000,0,0,"10 SEAFORTH AVE Toronto, Ontario"
City of Toronto,990000,0,0,"3+2 Rised Bungalow, 2 Car Garage With Double Drvieway"
City of Toronto,3799000,0,0,"37 GLENBOROUGH PARK CRES Toronto, Ontario"
City of Toronto,1388888,0,0,@ Royal York & Eglinton
City of Toronto,1420000,0,0,"19628 75A AVENUE LANGLEY, British Columbia"
City of Toronto,1499000,0,0,"670C BIRCHMOUNT RD Toronto, Ontario"
City of Toronto,1850000,0,0,"11 FAIRVIEW AVE Toronto, Ontario"
City of Toronto,2399900,0,0,"22 BELLBROOK RD Toronto, Ontario"
City of Toronto,1088000,0,0,"91 CAIRNSIDE CRES Toronto, Ontario"
City of Toronto,1599000,0,0,"101 GALLEY AVE Toronto, Ontario"
City of Toronto,1780000,0,0,@ Kennedy & Steeles
City of Toronto,895000,7,3.5,hobbyfarm/country estate/multiple family/investment property
City of Toronto,1388000,3,2.0,25 Matane Court Home For Sale  55x100 (Royal York / Eglinton)
City of Toronto,1277777,4,3.5,"House for Sale in Innisfil, Alcona by the Lake Community"
City of Toronto,1125000,4,2.0,Sold Conditionally Bedroom / 2 Bth - Toronto
City of Toronto,3155000,4,3.0,4 Bed Scarlett Rd/ Eglinton Ave
City of Toronto,1249900,3,2.0,3 Bdr 2 Bth Donlands And O'connor
City of Toronto,955000,2 + Den,2,ASSIGNMENT SALE - BRAND NEW TOWN HOUSE IN TORONTO (BAYVIEW)
City of Toronto,955000,2 + Den,2,Assignment Sale - Finch & Bayview ( Town House)
City of Toronto,2388888,7,4.0,Toronto 7 Bdrm 4 Bth - 404/ Finch
City of Toronto,-1,5,5.0,"MORTGAGE 1st / 2nd, Private, Self-Employed, Refinance,"
City of Toronto,899000,3,2.0,Mccowan Ave & Finch Ave For Sale!
City of Toronto,7345000,7,5.0,2771 & 2773 Victoria Park Ave
City of Toronto,999000,4,4.0,"Homes for Sale in Corso Italia, Toronto, Ontario $999,000"
City of Toronto,767000,3,2.0,270 Scarlett Rd
City of Toronto,3890000,7,7,196 Holmes Ave
City of Toronto,5188000,5,7,"18 ST GEORGE'S RD Toronto, Ontario"
City of Toronto,839000,3,2.0,"#2 480004 RR 271 Rural Wetaskiwin County, Alberta"
City of Toronto,1729000,4,3.0,"43 MARGUERETTA ST Toronto, Ontario"
City of Toronto,2880000,5,5.0,"224 LAWRENCE AVE E Toronto, Ontario"
City of Toronto,4195000,0,0,"28 HURNDALE AVE N Toronto, Ontario"
City of Toronto,1699000,0,0,"Yorkdale-Glen Park, Toronto 2+1 Bed / 2 Bath"
City of Toronto,799999,0,0,Morningside 3+1 Bdrm Det Bungalow W/ Fin Bsmnt
City of Toronto,1699000,0,0,"481 St Clements Ave , Toronto (3 Bed / 2 Bath)"
City of Toronto,2799000,0,0,"Bayview Village, Toronto 2+2 Bed / 3 Bath"
City of Toronto,1349900,0,0,Stunning 4 Bedroom 3 Bath in Brampton for Sale off Wanless
City of Toronto,1299888,0,0,Stunning 4 Bed 3 Bath Home in Brampton off Walness One Year Old
City of Toronto,3799000,0,0,Finch Ave & Yonge Street 2-Storey Det Home 5+1 Bed / 7 Bath
City of Toronto,1799900,0,0,4+2 Bedrooms In Brimley/Sheppard
City of Toronto,1380000,0,0,2+1 Bedrooms - Bathurst/Finch
City of Toronto,-1,0,0,"MORTGAGE 1st / 2nd, Private, Self-Employed, Refinance, 80%LTV"
City of Toronto,-1,0,0,3 Beds 1Baths Semi Detached Home in Toronto 2
City of Toronto,1175000,0,0,"Solid 4 Bdrm Brick Home In Keelesdale-Eglinton West, Toronto"
City of Toronto,147800,0,0,Florida Winter Home  NEW VIDEOS.
City of Toronto,849000,0,0,Stunning semi detached house for sale
City of Toronto,699000,0,0,Retire to Vancouver Island
City of Toronto,800000,0,0,"3+1 Bedroom in Toronto $800,000"
City of Toronto,799000,0,0,"4 Level Backsplit, 4 Bedrooms, Finished Bsmt Apt"
City of Toronto,899900,0,0,"3 Story End Unit 4Bdrm 3Wshrm, 2,222 Sqft Prime Location"
City of Toronto,799900,0,0,All Brick Home For Sale In Warden/Kingston
City of Toronto,999900,0,0,Semi-Detached For Sale In Broadview North
City of Toronto,949900,0,0,3+2 Bed / 3 Bath Bungalow On A 41.5X125Ft Deep Lot!
City of Toronto,799999,0,0,3+1 Bedroom 3 Bath Bungalow
City of Toronto,-1,0,0,3 Beds 2 Baths Detached Home in Toronto 1
City of Toronto,895000,7,3.5,hobbyfarm/country estate/multiple family/investment property
City of Toronto,1388000,3,2.0,25 Matane Court Home For Sale  55x100 (Royal York / Eglinton)
City of Toronto,1277777,4,3.5,"House for Sale in Innisfil, Alcona by the Lake Community"
City of Toronto,-1,5,5.0,5 Beds 5 Baths Detached Home in Vaughan 2
City of Toronto,874000,1,2.0,"31 Sixteenth Street, Toronto"
City of Toronto,2799000,4,3.0,2+2 Bdrm Det'd Bungalow In The Heart Of Bayview Village
City of Toronto,798000,3,3.0,HOUSE FOR SALE IN TORONTO
City of Toronto,1150900,1,2.0,House For Sale
City of Toronto,2700000,5,2.0,3+2 Home In Oscar Crt
City of Toronto,989000,3,1.0,Det'd 3 Bedroom Bungalow In Exbury Rd
City of Toronto,3799000,7,7,5+1 Bed / 7 Bath Home In Glenborough Park Cres
City of Toronto,3688000,3,4.0,"117 LORD SEATON RD Toronto, Ontario"
City of Toronto,1799900,7,5.0,Unique House W/ 4+2 Bds In The City
City of Toronto,1150900,1,2.0,"House For Sale In Long Branch, Toronto"
City of Toronto,1089000,3,2.0,"276 QUEENSDALE AVE Toronto, Ontario"
City of Toronto,1088000,4,3.0,Sheppard Ave / Victoria Park
City of Toronto,998000,3,2.0,2+1 Bedrooms - Oakwood/Vaughan
City of Toronto,949900,3,2.0,"122 HARDING BLVD Toronto, Ontario"
City of Toronto,1650000,7,4.0,"118 SACKVILLE ST Toronto, Ontario"
City of Toronto,1650000,0,0,"46 HOBART DR Toronto, Ontario"
City of Toronto,2100000,0,0,Roncesvalles Village Toronto 5 Bdr 5 Bth
City of Toronto,1880000,0,0,Dundas/George Semi-Detached House (6 Bdrm & 3Bath)
City of Toronto,1050000,0,0,3 + 2 bedroom townhouse for sale
City of Toronto,-1,0,0,Detached Home From Builder Near Yorkdale Mall
City of Toronto,-1,0,0,"MORTGAGE Approval - 1st/2nd/3rd, Refinance, HELOC, Self-Employed"
City of Toronto,-1,0,0,Preconstruction.  Townhouses for sale.
City of Toronto,-1,0,0,KITCHENER: TIMELY INVESTORS Deal: Beautiful 4plex near downtown
City of Toronto,1288000,0,0,124 Euclid Ave
City of Toronto,1499000,0,0,2942 Lake Shore Blvd W
City of Toronto,2390000,0,0,"55 LEACOCK CRES Toronto, Ontario"
City of Toronto,1799000,0,0,"504 COSBURN AVE Toronto, Ontario"
City of Toronto,1250000,0,0,"1A RUSHBROOKE Avenue Toronto, Ontario"
City of Toronto,-1,0,0,Location Location! Family Home For Sale
City of Toronto,1299990,0,0,Toronto *** New Bdrm *** 2 Bth *** Keele/Rustic (South Of 401)
City of Toronto,874000,0,0,Detached Bungalow In Family Friendly Neighbourhood
City of Toronto,999000,0,0,J-046_ Attention Investors! Freehold 2+1 Bed Detached Home ..!!!
City of Toronto,-1,0,0,Cheap Detached Houses for sale GTA!  all under $1.5 Million
City of Toronto,749000,0,0,510-10 Kenneth Ave | Toronto
City of Toronto,579000,0,0,New towns close to Horseshoe Resort moving ready!
City of Toronto,449900,0,0,"800 Kennedy Road #206, Scarborough"
City of Toronto,959000,0,0,"56 Stanbridge Court, Scarborough"
City of Toronto,1104900,0,0,Jackson Towns in Toronto - buy with 10% dawn!
City of Toronto,1299000,0,0,2513 Benedet Dr for sale in Mississauga!!
City of Toronto,1277777,4,3.5,"House for Sale in Innisfil, Alcona by the Lake Community"
City of Toronto,1388000,3,2.0,25 Matane Court Home For Sale  55x100 (Royal York / Eglinton)
City of Toronto,895000,7,3.5,hobbyfarm/country estate/multiple family/investment property
City of Toronto,1450000,3,2.5,Rosepark Towns With 2 Underground Parking in Thornhill
City of Toronto,-1,5,3.0,"Rent To Own, Low Credit Is OK, Moved in *1* month"
City of Toronto,799800,3,3.0,Hamilton Mountain steps to William Connell Park
City of Toronto,699000,3,2.0,Investors/Home Buyers- Centrally Located In Hamilton Mountain
City of Toronto,1099900,3,2.0,Excellent Opportunity In West Hamilton's Kirkendall South Neighb
City of Toronto,574900,3,1.0,"Great Opportunity Awaits In This 3 Bdrm, 1 Bath, 2 Storey Home."
City of Toronto,58000,1,1.0,OFF-GRID  OASIS  FOR   SALE
City of Toronto,-1,7,7,Beautiful Business and Home opportunity in Louisbourg NS
City of Toronto,1375000,2,2.0,Attention Investors & Homeowners! Brand New Fully Renovated
City of Toronto,1695000,3,2.0,Bright Sunny 3bdrm home! 47 x 100 lot. Ideal for young Families!
City of Toronto,675000,2,2.0,2 BEDROOM 2 BATHROOM - Islington City Centre Bloor Area - DOWNTO
City of Toronto,1175000,4,1.0,"Solid Four Bedroom, Two Bathroom Home."
City of Toronto,798000,3,3.0,Toronto @ Mccowan Rd & Eglinton Ave E
City of Toronto,1888888,3,4.0,Luxury Freehold Townhouse In Prime Yonge & Finch Location!
City of Toronto,-1,4,2.5,exclusive selling a propoty in  scarborough
City of Toronto,1090000,3,2.0,"Victoria Village, Toronto 3 Bed / 2 Bath"
City of Toronto,1648000,0,0,"High Demand Yorkdale Area, 3+2 Bed Bungalow"
Toronto,-1,0,0,Buy with 5% down payment or bad credit
City of Toronto,4380000,0,0,Custom Smart Home In Willowdale East With Sound Proof Insulation
City of Toronto,989000,0,0,"Det 3 Bedroom Bungalow, Downsview-Roding-CFB"
City of Toronto,3799000,0,0,"5+1 Bed / 7 Bath, 5100+2100Sqf Of Lux Living Space!"
City of Toronto,4580000,0,0,Prestigious Corner Lot Custom Home With An Elevator! 8000 SQFT
City of Toronto,1799900,0,0,"4+2 Br Det Home, Country Living In The City"
City of Toronto,1850000,0,0,5 Bedroom Must See In Toronto
City of Toronto,949000,0,0,"12 COLONIAL AVE Toronto, Ontario"
City of Toronto,1898000,0,0,"81 MAXOME AVE Toronto, Ontario"
City of Toronto,1098000,0,0,New Bed / 3 Bth For Sale
City of Toronto,1799900,0,0,"166 CALEDONIA RD Toronto, Ontario"
City of Toronto,1550000,0,0,New Bedroom / 2 Bth - Toronto
City of Toronto,449900,0,0,"#206 -800 KENNEDY RD Toronto, Ontario"
City of Toronto,999000,0,0,"32 CLETA DR Toronto, Ontario"
City of Toronto,1699000,0,0,"288 MARKHAM ST Toronto, Ontario"
City of Toronto,979500,0,0,"Toronto,ON (New Bdr  4 Bth)"
City of Toronto,849900,0,0,"15 KINTYRE AVE Toronto, Ontario"
City of Toronto,1150000,0,0,A 4 Bdrm 4 Bth Mccowan/Steeles
City of Toronto,1085000,0,0,3 Bed Condo Townhouse in Toronto
City of Toronto,1050000,0,0,2 Bed Condo Townhouse in Toronto
City of Toronto,2399000,0,0,4 Bedrm 4 Bth | Keele And Eglinton
City of Toronto,-1,0,0,Absolutely Stunning Home! Incredible 6Bed 9Bath!
City of Toronto,-1,0,0,Spectacular Home Ideal Layout For Entertaining! 5Bed 3Bath!
City of Toronto,895000,7,3.5,hobbyfarm/country estate/multiple family/investment property
City of Toronto,1277777,4,3.5,"House for Sale in Innisfil, Alcona by the Lake Community"
City of Toronto,1388000,3,2.0,25 Matane Court Home For Sale  55x100 (Royal York / Eglinton)
City of Toronto,649000,3,2.0,Condo Townhouse Sale
City of Toronto,599900,3,2.0,ENJOY A LIFESTYLE THAT ONLY COSTA RICA CAN OFFER!
City of Toronto,-1,3,2.5,Precon starting from $700's in Cambridge
City of Toronto,1299000,3,1.5,House for sale
City of Toronto,798000,3,3.0,HOUSE FOR SALE IN TORONTO - Mccowan Rd & Eglinton Ave E
City of Toronto,2488000,7,7,A 9 Bdrm 6 Bth Leslie/Greenlane
City of Toronto,1399000,4,5.0,Featherstone Ave
City of Toronto,7345000,7,5.0,"2771 & 2773 VICTORIA PARK AVE Toronto, Ontario"
City of Toronto,2475000,4,5.0,"275 VAUGHAN RD Toronto, Ontario"
City of Toronto,2475000,4,5.0,"189 PINEWOOD AVE Toronto, Ontario"
City of Toronto,998000,4,4.0,4 Bdrm  / 4 Bth  in Toronto
City of Toronto,1410000,3,2.5,Townhouse for sale - Assignment Sale
City of Toronto,1390000,3,2.5,Townhouse for sale - Assignment Sale
City of Toronto,1490000,3,2.5,Townhouse for sale - Assignment sale
City of Toronto,899000,3,2.0,2 Bathrooms 3 Bedrooms Mccowan Ave & Finch Ave
City of Toronto,1249900,3,2.0,3 Bedrm 2 Bth | Donlands And O'connor
City of Toronto,1500000,0,0,4 PLEX...4 TOWNHOUSES...BE AN OWNER/LANDLORD
City of Toronto,-1,0,0,EXCELLENT COVERAGE CHEAP HOUSE INSURANCE 416-6221200
City of Toronto,3099000,0,0,SEMI-DETACHED - Davenport & Dupont Annex Toronto Area - 3 BEDROO
City of Toronto,2899000,0,0,SEMI-DETACHED - Dovercourt Wallace Emerson Junction Toronto Area
City of Toronto,2488888,0,0,DETACHED - Agincourt Kennedy & Sheppard Midtown Toronto Area - 5
City of Toronto,2469900,0,0,DETACHED - Kipling & Lakeshore New Toronto Area - 4 BEDROOM 5 BA
City of Toronto,2350000,0,0,TOWNHOUSE - Spadina & Davenport Casa Loma Toronto Area - TOWNHOM
City of Toronto,2345000,0,0,TOWNHOUSE - Palmerston-Little Italy College Toronto Area - TOWNH
City of Toronto,2290000,0,0,SEMI-DETACHED - University Spadina Toronto Area - 7 BEDROOM 3 BA
City of Toronto,1888888,0,0,DETACHED - Dovertcourt & College Little Portugal Toronto Area -
City of Toronto,1488000,0,0,TOWNHOUSE -  Church Yonge Carlton Jarvis Toronto Area - TOWNHOME
City of Toronto,1449900,0,0,SEMI-DETACHED - Mount Pleasant West Toronto Area - 3 BEDROOM 2 B
City of Toronto,1298880,0,0,DETACHED - Victoria Park & St Clair Crescent Town Toronto Area
City of Toronto,1298000,0,0,SEMI-DETACHED - St. Clair & Keele Junction Toronto Area - 4 BEDR
City of Toronto,1249000,0,0,DETACHED - St Clair & Weston Junction Toronto Area - 3 BEDROOM 4
City of Toronto,650000,0,0,Bungalow For Sale
City of Toronto,1398888,0,0,House For Sale In Wilmont Dr
City of Toronto,1875000,0,0,Quiet Street 3Br 4Wr Prime Beach Home
City of Toronto,1299000,0,0,"52 Calverley Trail, Scarborough"
City of Toronto,999900,0,0,2 Bedroom In Prime Beach!
City of Toronto,1449900,0,0,In Prime North Toronto 3 Bed 2 Bath Semi-Detached
City of Toronto,15000,0,0,2 Bedroom Shipping container home for sale
City of Toronto,2350000,0,0,"Walmer Rd .,3+1 Bdrm Home"
City of Toronto,2388888,0,0,"Quiet Street. 4+3 Bdrms & 4 Bth, Newly Renovated! $$$ Spent!"
City of Toronto,895000,7,3.5,hobbyfarm/country estate/multiple family/investment property
City of Toronto,1388000,3,2.0,25 Matane Court Home For Sale  55x100 (Royal York / Eglinton)
City of Toronto,1277777,4,3.5,"House for Sale in Innisfil, Alcona by the Lake Community"
City of Toronto,1249900,3,2.0,Live In Or Invest / East York / 3 Bed 2 Bath Home
City of Toronto,899000,3,2.0,"Big Red Ave., 3Bdrm Home W/ Wide Long Driveway"
City of Toronto,949000,3,2.0,Solid 3 Bedroom Bungalow - Mccowan/Colonial
City of Toronto,1090000,3,2.0,3+1 Bedroom Bungalow In Victoria Village
City of Toronto,999000,4,2.0,"1 1/2 Storey, 3 Br Home In High Demanded Kennedy Park"
City of Toronto,1648000,5,2.0,Det'd 3+2 Bed Bungalow High Demand Yorkdale Area
Toronto,4788000,5,4.0,"88 FIFESHIRE RD Toronto, Ontario"
City of Toronto,2380000,7,7,"Homes for Sale in Bathurst Manor, Toronto, Ontario $2,380,000"
City of Toronto,999998,3,4.0,"Homes for Sale in McCowan/McNicoll, Toronto, Ontario $999,998"
City of Toronto,1299000,5,4.0,52 Calverley Tr
City of Toronto,1498000,5,2.0,"Homes for Sale in Wilson Heights, Toronto, Ontario $1,498,000"
City of Toronto,950000,3,1.0,"6 SOMERVILLE AVE Toronto, Ontario"
City of Toronto,990000,3,2.0,"Homes for Sale in Eglinton/Scarlett, Toronto, Ontario $990,000"
City of Toronto,1449900,3,2.0,"193 SOUDAN AVE Toronto, Ontario"
City of Toronto,2088888,5,3.0,Price Changed Bedroom - Sheppard & Bathurst
City of Toronto,3399000,4,4.0,"16 RUDEN CRES Toronto, Ontario"
City of Toronto,2350000,0,0,"233 WALMER RD Toronto, Ontario"
City of Toronto,1750000,0,0,Exclusive Sale Only- Newly Built House is for Sale
City of Toronto,650000,0,0,"51 CLAREMORE AVE Toronto, Ontario"
City of Toronto,1875000,0,0,Toronto...  Mayo Dr & Falstaff Avenue
City of Toronto,695000,0,0,Great investment opportunity
City of Toronto,1500000,0,0,6 Bedroom 3 Bths located at Queen St. West And Landsdowne
City of Toronto,700000,0,0,"House, cottage, on waterfront, Eastern Townships, Québec"
City of Toronto,949900,0,0,Look No Further!
City of Toronto,799900,0,0,HOUSE FOR SALE IN TORONTO - Gerrard And Dunas
City of Toronto,-1,0,0,Residential Multiple Unit for Sale
City of Toronto,990000,0,0,3 Bdrm 2 Bth - Scarlett And Eglinton | Schedule Appt
City of Toronto,1330000,0,0,@ Brimley / Steeles
City of Toronto,849000,0,0,Borrows St
City of Toronto,1675000,0,0,"19673 75A AVENUE LANGLEY, British Columbia"
City of Toronto,1649900,0,0,"191 ARGYLE ST Toronto, Ontario"
City of Toronto,3699000,0,0,"37 ALVIN AVE Toronto, Ontario"
City of Toronto,1899000,0,0,"1103 COLLEGE  ST Toronto, Ontario"
City of Toronto,3162500,0,0,"4 ORIOLE GDNS Toronto, Ontario"
City of Toronto,3162500,0,0,"6 ORIOLE GDNS Toronto, Ontario"
City of Toronto,1848888,0,0,"406 GLEN PARK AVE Toronto, Ontario"
City of Toronto,1299900,0,0,New Bedroom / 2 Bth - Toronto
City of Toronto,1599000,0,0,3 Bed Islington And Chauncey
City of Toronto,998000,0,0,Toronto Morningside/Old Finch 4 Bdrm 4 Bth
City of Toronto,-1,0,0,Prime Location Etobicoke Town
Vancouver,-1,3,2.0,EXCELLENT SEMI-RETIREMENT/BUSINESS OPP AND HOUSE IN SASKATCHEWAN
Vancouver,557900,4,3.5,INCOME PROPERTIES/Seller Financing/No Credit Check/Legal Suite
Vancouver,-1,3,2.0,EXCELLENT SEMI-RETIREMENT/BUSINESS OPP AND HOUSE IN SASKATCHEWAN
Vancouver,3149000,7,7,"1025 GILROY PLACE Coquitlam, British Columbia"
Vancouver,738888,1,1.0,"1002 977 MAINLAND STREET Vancouver, British Columbia"
Vancouver,7288000,7,7,"6928 ADERA STREET Vancouver, British Columbia"
Vancouver,1188000,2,2.0,"1207 1500 HOWE STREET Vancouver, British Columbia"
Vancouver,719000,1,1.0,"1718 68 SMITHE STREET Vancouver, British Columbia"
Vancouver,5280000,3,3.0,"6305 1151 W GEORGIA STREET Vancouver, British Columbia"
Vancouver,3250000,2,3.0,"4301 1111 ALBERNI STREET Vancouver, British Columbia"
Vancouver,849000,1,1.0,"1804 610 GRANVILLE STREET Vancouver, British Columbia"
Vancouver,5188000,4,3.0,"6425 ADERA STREET Vancouver, British Columbia"
Vancouver,3300000,5,4.0,"66 W 41ST AVENUE Vancouver, British Columbia"
Vancouver,569000,1,1.0,438 Seymour St
Vancouver,1699900,2,3.0,"205 3636 W 39TH AVENUE Vancouver, British Columbia"
Vancouver,3849900,3,3.0,"PH401 3636 W 39TH AVENUE Vancouver, British Columbia"
Vancouver,2199900,2,3.0,"102 3636 W 39TH AVENUE Vancouver, British Columbia"
Vancouver,2399900,2,3.0,"PH405 3636 W 39TH AVENUE Vancouver, British Columbia"
Vancouver,1679900,2,3.0,"303 3636 W 39TH AVENUE Vancouver, British Columbia"
Vancouver,5500000,0,0,"1038 W 55TH AVENUE Vancouver, British Columbia"
Vancouver,1098000,0,0,"2703 1151 W GEORGIA STREET Vancouver, British Columbia"
Vancouver,1999999,0,0,"3180 GRAVELEY STREET Vancouver, British Columbia"
Vancouver,2388800,0,0,"503 4675 CAMBIE STREET Vancouver, British Columbia"
Vancouver,505000,0,0,"1404 9595 ERICKSON DRIVE Burnaby, British Columbia"
Vancouver,868800,0,0,"203 4882 SLOCAN STREET Vancouver, British Columbia"
Vancouver,658000,0,0,"108 4171 CAMBIE STREET Vancouver, British Columbia"
Vancouver,2200000,0,0,"917 ALDERSON AVENUE Coquitlam, British Columbia"
Vancouver,799000,0,0,"307 488 W 58TH AVENUE Vancouver, British Columbia"
Vancouver,2698000,0,0,"4304 1111 ALBERNI STREET Vancouver, British Columbia"
Vancouver,719000,0,0,"1110 1500 HOWE STREET Vancouver, British Columbia"
Vancouver,1690000,0,0,"1609 68 SMITHE STREET Vancouver, British Columbia"
Vancouver,948000,0,0,"3505 567 CLARKE ROAD Coquitlam, British Columbia"
Vancouver,995000,0,0,"403 1835 MORTON AVENUE Vancouver, British Columbia"
Vancouver,625000,0,0,"408 83 MOODY STREET Port Moody, British Columbia"
Vancouver,948000,0,0,"8 HALSS CRESCENT Vancouver, British Columbia"
Vancouver,899000,0,0,"2703 1283 HOWE STREET Vancouver, British Columbia"
Vancouver,798000,0,0,"1716 610 GRANVILLE STREET Vancouver, British Columbia"
Vancouver,3250000,0,0,"7250 GLADSTONE STREET Vancouver, British Columbia"
Vancouver,479000,0,0,"208 2689 KINGSWAY Vancouver, British Columbia"
Vancouver,3480000,0,0,"5550 BALACLAVA STREET Vancouver, British Columbia"
Vancouver,1398000,0,0,"1885 87 NELSON STREET Vancouver, British Columbia"
Vancouver,-1,3,2.0,EXCELLENT SEMI-RETIREMENT/BUSINESS OPP AND HOUSE IN SASKATCHEWAN
Vancouver,5188000,3,4.0,"1801 1515 HOMER MEWS Vancouver, British Columbia"
Vancouver,389000,1,1.0,"802 1534 HARWOOD STREET Vancouver, British Columbia"
Vancouver,3488000,7,7,"1736 W 49TH AVENUE Vancouver, British Columbia"
Vancouver,3100000,2,3.0,"410 BEACH CRESCENT Vancouver, British Columbia"
Vancouver,4670000,7,7,"5718 WALLACE STREET Vancouver, British Columbia"
Vancouver,200000,4,2.0,LARGE HOME FOR SALE SURROUNDED BY MOUNTAINS on WARM VAN ISLAND
Vancouver,4750000,3,4.0,"4584 LANGARA AVENUE Vancouver, British Columbia"
Vancouver,5198000,2,3.0,"3904 667 HOWE STREET Vancouver, British Columbia"
Vancouver,638000,1,1.0,"1905 567 CLARKE ROAD Coquitlam, British Columbia"
Vancouver,4500000,7,3.0,"1456 W 45TH AVENUE Vancouver, British Columbia"
